latitud,longitud,barrio,cantidad_entregas,segmento
-34.499554,-58.531859,,4,baja
-34.622675,-58.460673,FLORES,2,baja
-34.516114,-58.476426,,2,baja
-34.495713,-58.689783,,1,baja
-34.636975,-58.426058,PARQUE CHACABUCO,2,baja
-34.583334,-58.419177,PALERMO,4,baja
-34.652788,-58.42183,NUEVA POMPEYA,2,baja
-34.63498,-58.432383,PARQUE CHACABUCO,1,baja
-34.492529,-58.55253,,1,baja
-34.614775,-58.520637,VILLA DEVOTO,7,media
-34.632933,-58.518423,VERSALLES,6,media
-34.764686,-58.628762,,2,baja
-34.646724,-58.47075,PARQUE AVELLANEDA,1,baja
-34.705622,-58.386565,,28,alta
-34.557006,-58.479278,COGHLAN,2,baja
-34.59661,-58.38038,RETIRO,3,baja
-34.598537,-58.445807,VILLA CRESPO,2,baja
-34.593354,-58.406917,RECOLETA,1,baja
-34.69858,-58.772225,,1,baja
-34.532579,-58.506526,,2,baja
-34.750763,-58.385917,,1,baja
-34.747226,-58.40204,,2,baja
-34.627433,-58.382393,CONSTITUCION,2,baja
-34.62396,-58.65722,,3,baja
-34.540976,-58.466768,NUÑEZ,2,baja
-34.558235,-58.613428,,3,baja
-34.600286,-58.484588,VILLA DEL PARQUE,2,baja
-34.722961,-58.263655,,2,baja
-34.63439,-58.37551,BARRACAS,2,baja
-34.63024,-58.449099,CABALLITO,1,baja
-34.600125,-58.485398,VILLA DEL PARQUE,1,baja
-34.554828,-58.504454,,8,media
-34.64837,-58.521355,LINIERS,2,baja
-34.60379,-58.427078,ALMAGRO,1,baja
-34.540821,-58.471581,NUÑEZ,2,baja
-34.588904,-58.412583,PALERMO,1,baja
-34.590543,-58.559284,,16,alta
-34.642088,-58.497658,VILLA LURO,1,baja
-34.592454,-58.379913,RETIRO,2,baja
-34.354941,-58.792841,,1,baja
-34.529676,-58.552761,,8,media
-34.577961,-58.449753,COLEGIALES,1,baja
-34.417311,-58.776956,,1,baja
-34.559621,-58.455252,BELGRANO,2,baja
-34.602985,-58.431283,ALMAGRO,1,baja
-34.42267,-58.59104,,2,baja
-34.4331,-58.583759,,3,baja
-34.667986,-58.543033,,2,baja
-34.596284,-58.418448,PALERMO,2,baja
-34.580822,-58.643823,,3,baja
-34.430708,-58.554577,,1,baja
-34.54468,-58.464208,NUÑEZ,1,baja
-34.683786,-58.602071,,1,baja
-34.566374,-58.43472,PALERMO,1,baja
-34.586743,-58.453299,CHACARITA,2,baja
-34.523951,-58.540403,,10,alta
-34.674551,-58.385421,,1,baja
-34.622643,-58.411186,SAN CRISTOBAL,2,baja
-34.565181,-58.569254,,2,baja
-34.602409,-58.79678,,4,baja
-34.669343,-58.471846,VILLA LUGANO,2,baja
-34.678886,-58.555565,,1,baja
-34.604368,-58.487231,VILLA DEL PARQUE,2,baja
-34.733376,-58.25776,,1,baja
-34.616681,-58.41255,BALVANERA,1,baja
-34.787597,-58.369018,,1,baja
-34.584587,-58.454249,CHACARITA,1,baja
-34.679229,-58.571681,,2,baja
-34.492023,-58.776138,,3,baja
-34.551495,-58.468078,NUÑEZ,1,baja
-34.566414,-58.701873,,1,baja
-34.617987,-58.42644,ALMAGRO,5,media
-34.650858,-58.585163,,2,baja
-34.598366,-58.516757,VILLA DEVOTO,2,baja
-34.509275,-58.517865,,2,baja
-34.497904,-58.514569,,10,alta
-34.429165,-58.565073,,1,baja
-34.554706,-58.483338,SAAVEDRA,8,media
-34.643697,-58.596283,,14,alta
-34.594085,-58.373867,RETIRO,1,baja
-34.498085,-58.536069,,2,baja
-34.598471,-58.427846,ALMAGRO,2,baja
-34.689949,-58.402806,,1,baja
-34.62244,-58.52051,VILLA REAL,1,baja
-34.568088,-58.491928,VILLA URQUIZA,28,alta
-34.774303,-58.385243,,1,baja
-34.529801,-58.471718,,4,baja
-34.627963,-58.5189,VERSALLES,2,baja
-34.606384,-58.467746,VILLA GRAL. MITRE,1,baja
-34.593812,-58.553039,,1,baja
-34.642069,-58.567716,,2,baja
-34.594319,-58.561203,,13,alta
-34.678856,-58.483502,VILLA LUGANO,2,baja
-34.70861,-58.52398,,2,baja
-34.581204,-58.426589,PALERMO,1,baja
-34.739098,-58.252712,,1,baja
-34.615134,-58.586044,,2,baja
-34.599074,-58.488198,VILLA DEL PARQUE,1,baja
-34.59625,-58.57412,,1,baja
-34.697882,-58.296629,,2,baja
-34.62773,-58.38224,CONSTITUCION,2,baja
-34.588288,-58.403791,RECOLETA,7,media
-34.57212,-58.457824,COLEGIALES,2,baja
-34.686963,-58.385164,,1,baja
-34.553633,-58.458758,BELGRANO,1,baja
-34.77754,-58.16271,,17,alta
-34.425216,-58.787795,,9,media
-34.55616,-58.559107,,1,baja
-34.304049,-58.77063,,2,baja
-34.54121,-58.71773,,3,baja
-34.547507,-58.56307,,1,baja
-34.624127,-58.440876,CABALLITO,2,baja
-34.751914,-58.426091,,1,baja
-34.651522,-58.80318,,1,baja
-34.801521,-58.134306,,2,baja
-34.62065,-58.4136,ALMAGRO,1,baja
-34.706997,-58.342984,,2,baja
-34.581627,-58.505656,VILLA PUEYRREDON,18,alta
-34.575806,-58.458435,COLEGIALES,1,baja
-34.65164,-58.40844,NUEVA POMPEYA,1,baja
-34.555152,-58.536048,,2,baja
-34.622303,-58.378526,CONSTITUCION,3,baja
-34.485052,-58.559354,,1,baja
-34.625917,-58.466594,FLORES,3,baja
-34.631276,-58.467995,FLORES,1,baja
-34.53777,-58.534458,,1,baja
-34.536011,-58.755405,,16,alta
-34.642789,-58.440455,PARQUE CHACABUCO,2,baja
-34.780907,-58.26859,,2,baja
-34.593103,-58.40694,RECOLETA,1,baja
-34.588267,-58.405625,RECOLETA,2,baja
-34.569682,-58.488393,VILLA URQUIZA,2,baja
-34.591271,-58.498866,AGRONOMIA,3,baja
-34.616179,-58.459221,FLORES,4,baja
-34.559046,-58.444597,BELGRANO,2,baja
-34.858715,-58.075726,,3,baja
-34.478509,-58.495848,,2,baja
-34.490641,-58.502656,,18,alta
-34.558415,-58.451863,BELGRANO,1,baja
-34.603881,-58.395284,BALVANERA,15,alta
-34.946325,-57.941459,,1,baja
-34.54639,-58.517888,,2,baja
-34.59729,-58.400467,RECOLETA,2,baja
-34.619193,-58.440727,CABALLITO,1,baja
-34.436547,-58.765067,,1,baja
-34.111948,-59.015604,,2,baja
-34.592416,-58.38497,RETIRO,1,baja
-34.614904,-58.437596,CABALLITO,1,baja
-34.590246,-58.62563,,5,media
-34.680439,-58.390374,,1,baja
-34.471354,-58.524661,,2,baja
-34.59188,-58.593285,,3,baja
-34.641007,-58.389998,BARRACAS,1,baja
-34.619161,-58.398772,SAN CRISTOBAL,1,baja
-34.62702,-58.401282,SAN CRISTOBAL,2,baja
-34.883377,-58.022359,,3,baja
-34.519619,-58.577176,,2,baja
-34.601693,-58.461148,PATERNAL,1,baja
-34.58137,-58.449508,CHACARITA,1,baja
-34.570721,-58.435056,PALERMO,1,baja
-34.508432,-58.511611,,1,baja
-34.622003,-58.490144,FLORESTA,2,baja
-34.633108,-58.485816,VELEZ SARSFIELD,2,baja
-34.598449,-58.495166,VILLA DEL PARQUE,1,baja
-34.778172,-58.257561,,1,baja
-34.76696,-58.366692,,1,baja
-34.45806,-58.67914,,3,baja
-34.612583,-58.514411,VILLA DEVOTO,2,baja
-34.656563,-58.552186,,3,baja
-34.780978,-58.288209,,4,baja
-34.644722,-58.527681,LINIERS,4,baja
-34.702457,-58.312011,,10,alta
-34.553501,-58.476575,SAAVEDRA,1,baja
-34.545154,-58.472814,SAAVEDRA,1,baja
-34.498151,-58.531969,,1,baja
-34.61467,-58.526412,VILLA REAL,2,baja
-34.647493,-58.378978,BARRACAS,1,baja
-34.515666,-58.500111,,2,baja
-34.630043,-58.452251,FLORES,3,baja
-34.592907,-58.652311,,5,media
-34.592499,-58.503316,VILLA PUEYRREDON,3,baja
-34.623441,-58.441724,CABALLITO,1,baja
-34.640678,-58.526094,LINIERS,1,baja
-34.72887,-58.267888,,1,baja
-34.581996,-58.453194,CHACARITA,3,baja
-34.783419,-58.412757,,10,alta
-34.797454,-58.276925,,1,baja
-34.645382,-58.587131,,1,baja
-34.572296,-58.485137,VILLA URQUIZA,1,baja
-34.588759,-58.395899,RECOLETA,2,baja
-34.391907,-58.739359,,16,alta
-34.793426,-58.262409,,1,baja
-34.621951,-58.6208,,2,baja
-34.681752,-58.465707,VILLA LUGANO,1,baja
-34.629835,-58.471527,FLORES,2,baja
-34.609738,-58.519792,VILLA DEVOTO,2,baja
-34.527773,-58.475822,,33,alta
-34.523884,-58.504448,,1,baja
-34.563235,-58.462454,BELGRANO,2,baja
-34.579994,-58.652843,,2,baja
-34.470848,-58.496597,,12,alta
-34.54401,-58.544169,,2,baja
-34.622764,-58.521973,VILLA REAL,2,baja
-34.62427,-58.439425,CABALLITO,4,baja
-34.773516,-58.213944,,1,baja
-34.453743,-58.541514,,18,alta
-34.622234,-58.522237,VILLA REAL,1,baja
-34.718419,-58.258272,,3,baja
-34.629627,-58.458071,FLORES,17,alta
-34.60139,-58.400406,BALVANERA,2,baja
-34.459409,-58.536783,,1,baja
-34.567957,-58.51733,,4,baja
-34.587208,-58.429679,PALERMO,2,baja
-34.652043,-58.425072,NUEVA POMPEYA,1,baja
-34.448417,-58.54751,,34,alta
-34.892279,-57.905398,,1,baja
-34.613648,-58.396361,BALVANERA,2,baja
-34.65696,-58.562431,,2,baja
-34.638476,-58.49342,VILLA LURO,2,baja
-34.61093,-58.53291,,2,baja
-34.608695,-58.571967,,2,baja
-34.619931,-58.548999,,2,baja
-34.647827,-58.578065,,2,baja
-34.737016,-58.262839,,16,alta
-34.581334,-58.666204,,4,baja
-34.60092,-58.374149,SAN NICOLAS,2,baja
-34.646683,-58.373237,BARRACAS,2,baja
-34.45137,-58.59693,,1,baja
-34.620246,-58.390276,CONSTITUCION,1,baja
-34.530754,-58.560526,,1,baja
-34.622008,-58.497839,VELEZ SARSFIELD,2,baja
-34.54344,-58.47427,SAAVEDRA,2,baja
-34.718988,-58.402963,,11,alta
-34.61873,-58.476995,VILLA SANTA RITA,2,baja
-34.583924,-58.413904,PALERMO,6,media
-34.440764,-58.904455,,5,media
-34.64868,-58.557204,,2,baja
-34.832864,-58.453535,,2,baja
-34.58001,-58.406591,PALERMO,18,alta
-34.59733,-58.400568,RECOLETA,2,baja
-34.633936,-58.429105,PARQUE CHACABUCO,2,baja
-34.61846,-58.428677,CABALLITO,1,baja
-34.545794,-58.720504,,2,baja
-34.593022,-58.516871,VILLA DEVOTO,1,baja
-34.733355,-58.29038,,1,baja
-34.570958,-58.475388,VILLA URQUIZA,2,baja
-34.633189,-58.674684,,1,baja
-34.536374,-58.529455,,1,baja
-34.75844,-58.383379,,2,baja
-34.611447,-58.498154,MONTE CASTRO,1,baja
-34.574439,-58.524707,,2,baja
-34.584989,-58.537144,,4,baja
-34.612432,-58.44392,CABALLITO,1,baja
-34.622449,-58.40166,SAN CRISTOBAL,2,baja
-34.48558,-58.65378,,2,baja
-34.775678,-58.247514,,11,alta
-34.647508,-58.578955,,2,baja
-34.615122,-58.490548,VILLA SANTA RITA,1,baja
-34.558823,-58.446308,BELGRANO,2,baja
-34.633168,-58.473408,FLORESTA,1,baja
-34.486856,-58.615543,,1,baja
-34.49223,-58.58857,,2,baja
-34.715495,-58.292108,,1,baja
-34.598061,-58.437154,VILLA CRESPO,2,baja
-34.596168,-58.409091,RECOLETA,1,baja
-34.618671,-58.549597,,2,baja
-34.762503,-58.380267,,1,baja
-34.586287,-58.506864,VILLA PUEYRREDON,2,baja
-34.589643,-58.394306,RECOLETA,1,baja
-34.697245,-58.769572,,2,baja
-34.586166,-58.408997,PALERMO,2,baja
-34.588204,-58.416657,PALERMO,1,baja
-34.548566,-58.470651,SAAVEDRA,2,baja
-34.768483,-58.34245,,1,baja
-34.753904,-58.35332,,13,alta
-34.600256,-58.40154,BALVANERA,6,media
-34.490015,-58.722803,,2,baja
-34.612456,-58.403561,BALVANERA,1,baja
-34.599978,-58.43322,VILLA CRESPO,12,alta
-34.569483,-58.490386,VILLA URQUIZA,2,baja
-34.68965,-58.548499,,2,baja
-34.621962,-58.496657,FLORESTA,2,baja
-34.691338,-58.623997,,1,baja
-34.624542,-58.549762,,2,baja
-34.603341,-58.427309,ALMAGRO,2,baja
-34.601424,-58.447724,VILLA CRESPO,2,baja
-34.580686,-58.507528,VILLA PUEYRREDON,2,baja
-34.591964,-58.499952,AGRONOMIA,2,baja
-34.608574,-58.398878,BALVANERA,2,baja
-34.628185,-58.434027,PARQUE CHACABUCO,2,baja
-34.590455,-58.412955,PALERMO,2,baja
-34.643918,-58.594942,,2,baja
-34.596904,-58.424458,PALERMO,2,baja
-34.57991,-58.487032,VILLA URQUIZA,2,baja
-34.391615,-58.738445,,2,baja
-34.620557,-58.46849,FLORES,2,baja
-34.59934,-58.38602,SAN NICOLAS,2,baja
-34.64611,-58.51859,LINIERS,1,baja
-34.59953,-58.421126,ALMAGRO,3,baja
-34.644539,-58.500357,VILLA LURO,2,baja
-34.654457,-58.523505,LINIERS,1,baja
-34.627488,-58.472778,FLORES,3,baja
-34.709699,-58.433609,,3,baja
-34.61772,-58.482334,VILLA SANTA RITA,1,baja
-34.592034,-58.592164,,1,baja
-34.553799,-58.583186,,3,baja
-34.608618,-58.440001,CABALLITO,2,baja
-34.59942,-58.433877,VILLA CRESPO,4,baja
-34.563709,-58.56129,,1,baja
-34.712825,-58.297749,,19,alta
-34.880248,-58.069609,,5,media
-34.772733,-58.40765,,1,baja
-34.638087,-58.360069,BOCA,5,media
-34.498598,-58.544929,,20,alta
-34.594848,-58.404071,RECOLETA,1,baja
-34.71916,-58.30506,,1,baja
-34.61996,-58.416823,ALMAGRO,2,baja
-34.645076,-58.466589,PARQUE AVELLANEDA,2,baja
-34.626954,-58.495727,VELEZ SARSFIELD,2,baja
-34.6077,-58.48614,VILLA DEL PARQUE,2,baja
-34.621876,-58.414867,BOEDO,1,baja
-34.514357,-58.549641,,2,baja
-34.618232,-58.486109,VILLA SANTA RITA,1,baja
-34.560349,-58.45512,BELGRANO,3,baja
-34.701509,-58.394145,,1,baja
-34.594862,-58.669778,,2,baja
-34.817688,-58.403482,,1,baja
-34.3468,-58.801333,,2,baja
-34.58726,-58.41824,PALERMO,2,baja
-34.623353,-58.406026,SAN CRISTOBAL,2,baja
-34.591493,-58.63772,,1,baja
-34.617628,-58.521377,VILLA REAL,1,baja
-34.586384,-58.48501,PARQUE CHAS,2,baja
-34.72006,-58.257704,,1,baja
-34.653325,-58.417786,NUEVA POMPEYA,1,baja
-34.551409,-58.482832,SAAVEDRA,7,media
-34.888393,-58.382076,,4,baja
-34.795325,-58.48722,,1,baja
-34.556199,-58.441648,BELGRANO,2,baja
-34.863512,-58.468082,,3,baja
-34.67223,-58.549773,,2,baja
-34.54614,-58.55322,,2,baja
-34.471921,-58.551705,,14,alta
-34.593052,-58.430852,PALERMO,1,baja
-34.599712,-58.400615,BALVANERA,1,baja
-34.602668,-58.431892,ALMAGRO,3,baja
-34.457919,-58.538687,,6,media
-34.51431,-58.540405,,1,baja
-34.56105,-58.453491,BELGRANO,18,alta
-34.564976,-58.737151,,1,baja
-34.64794,-58.633644,,1,baja
-34.65163,-58.521799,LINIERS,1,baja
-34.580829,-58.436264,PALERMO,1,baja
-34.622013,-58.412119,SAN CRISTOBAL,1,baja
-34.564512,-58.495682,VILLA URQUIZA,1,baja
-34.4823,-58.554793,,2,baja
-34.764153,-58.405023,,2,baja
-34.618137,-58.414951,ALMAGRO,2,baja
-34.601503,-58.527808,,2,baja
-34.618737,-58.443911,CABALLITO,1,baja
-34.628029,-58.463148,FLORES,2,baja
-34.898627,-58.032939,,1,baja
-34.423142,-58.588058,,5,media
-34.634584,-58.414308,BOEDO,2,baja
-34.595151,-58.391951,RECOLETA,2,baja
-34.476159,-58.695202,,1,baja
-34.603271,-58.463902,VILLA GRAL. MITRE,1,baja
-34.607259,-58.396956,BALVANERA,1,baja
-34.64669,-58.53499,,2,baja
-34.611719,-58.443622,CABALLITO,1,baja
-34.627542,-58.448139,CABALLITO,1,baja
-34.56417,-58.43593,PALERMO,2,baja
-34.582826,-58.451354,CHACARITA,6,media
-34.581798,-58.422382,PALERMO,1,baja
-34.598488,-58.452637,VILLA CRESPO,2,baja
-34.40124,-58.679568,,2,baja
-34.575259,-58.435235,PALERMO,1,baja
-34.776301,-58.407973,,3,baja
-34.599044,-58.465762,PATERNAL,2,baja
-34.56519,-58.44537,BELGRANO,1,baja
-34.594573,-58.388042,RECOLETA,1,baja
-34.464215,-58.525795,,2,baja
-34.418917,-58.590723,,1,baja
-34.615134,-58.586044,,3,baja
-34.603684,-58.381559,SAN NICOLAS,6,media
-34.653042,-58.45525,VILLA SOLDATI,1,baja
-34.621369,-58.419829,BOEDO,1,baja
-34.588151,-58.401855,RECOLETA,1,baja
-34.621181,-58.478065,VILLA SANTA RITA,2,baja
-34.622149,-58.484131,VILLA SANTA RITA,2,baja
-34.720633,-58.254605,,1,baja
-34.662824,-58.565636,,1,baja
-34.571247,-58.483228,VILLA URQUIZA,1,baja
-34.45857,-58.84816,,2,baja
-34.705263,-58.432329,,1,baja
-34.599738,-58.621247,,2,baja
-34.715936,-58.269111,,1,baja
-34.420935,-58.695773,,2,baja
-34.612967,-58.376232,MONSERRAT,1,baja
-34.562906,-58.489419,VILLA URQUIZA,2,baja
-34.582236,-58.485647,VILLA URQUIZA,2,baja
-34.609334,-58.502513,VILLA DEVOTO,2,baja
-34.620192,-58.501567,MONTE CASTRO,2,baja
-34.652788,-58.421829,NUEVA POMPEYA,1,baja
-34.833373,-58.277558,,2,baja
-34.57991,-58.73649,,2,baja
-34.580041,-58.481324,VILLA URQUIZA,2,baja
-34.612405,-58.407483,BALVANERA,1,baja
-34.591968,-58.40643,RECOLETA,3,baja
-34.718998,-58.26139,,1,baja
-34.340838,-58.851087,,1,baja
-34.622201,-58.371384,SAN TELMO,2,baja
-34.566469,-58.437563,PALERMO,2,baja
-34.60028,-58.43713,VILLA CRESPO,1,baja
-34.601391,-58.404817,BALVANERA,1,baja
-34.63304,-58.3775,BARRACAS,3,baja
-34.819115,-58.261132,,9,media
-34.686939,-58.479648,VILLA RIACHUELO,1,baja
-34.5804,-58.734558,,13,alta
-34.568314,-58.593354,,14,alta
-34.740007,-58.286443,,1,baja
-34.621012,-58.411977,SAN CRISTOBAL,2,baja
-34.63218,-58.46039,FLORES,3,baja
-34.760062,-58.396662,,1,baja
-34.610785,-58.4933,VILLA DEL PARQUE,2,baja
-34.60739,-58.53055,,2,baja
-34.597902,-58.379963,RETIRO,2,baja
-34.918959,-57.961808,,1,baja
-34.654163,-58.350857,,4,baja
-34.613417,-58.528288,VILLA REAL,1,baja
-34.590403,-58.475506,PARQUE CHAS,2,baja
-34.569029,-58.489199,VILLA URQUIZA,15,alta
-34.624542,-58.37599,SAN TELMO,2,baja
-34.762001,-58.211296,,1,baja
-34.740256,-58.247118,,3,baja
-34.57267,-58.440162,PALERMO,2,baja
-34.583384,-58.482358,PARQUE CHAS,2,baja
-34.516113,-58.476425,,2,baja
-34.602466,-58.416778,ALMAGRO,1,baja
-34.558236,-58.461914,BELGRANO,1,baja
-34.663757,-58.537827,,2,baja
-34.63803,-58.47477,FLORESTA,2,baja
-34.466888,-58.560285,,2,baja
-34.602524,-58.426233,ALMAGRO,2,baja
-34.74973,-58.383737,,2,baja
-34.579097,-58.431136,PALERMO,4,baja
-34.600454,-58.372848,SAN NICOLAS,1,baja
-34.591832,-58.406672,RECOLETA,3,baja
-34.782999,-58.216802,,1,baja
-34.617131,-58.530257,VILLA REAL,1,baja
-34.602629,-58.460134,PATERNAL,2,baja
-34.819848,-58.233035,,1,baja
-34.506084,-58.510816,,1,baja
-34.664103,-58.546138,,1,baja
-34.555445,-58.60599,,8,media
-34.608086,-58.506963,VILLA DEVOTO,1,baja
-34.679202,-58.369919,,15,alta
-34.617514,-58.375196,SAN TELMO,17,alta
-34.556619,-58.462524,BELGRANO,2,baja
-34.643332,-58.519313,LINIERS,2,baja
-34.558196,-58.462699,BELGRANO,2,baja
-34.629075,-58.367129,BOCA,2,baja
-34.5684,-58.49934,VILLA URQUIZA,2,baja
-34.575946,-58.451782,COLEGIALES,1,baja
-34.619475,-58.431266,CABALLITO,1,baja
-34.715957,-58.285999,,3,baja
-34.610674,-58.389086,MONSERRAT,2,baja
-34.732918,-58.270264,,9,media
-34.46947,-58.76543,,1,baja
-34.602577,-58.444248,VILLA CRESPO,1,baja
-34.715031,-58.253796,,1,baja
-34.627262,-58.544696,,5,media
-34.603881,-58.395284,BALVANERA,1,baja
-34.69135,-58.664,,2,baja
-34.611327,-58.639337,,1,baja
-34.474275,-58.566182,,2,baja
-34.570896,-58.432006,PALERMO,3,baja
-34.626979,-58.536163,,1,baja
-34.528334,-58.481574,,1,baja
-34.56504,-58.516477,,1,baja
-34.609196,-58.443064,CABALLITO,2,baja
-34.757912,-58.397753,,2,baja
-34.743158,-58.438415,,1,baja
-34.510973,-58.507674,,3,baja
-34.639582,-58.425668,PARQUE CHACABUCO,2,baja
-34.702438,-58.323784,,2,baja
-34.56489,-58.440705,PALERMO,4,baja
-34.877879,-58.556677,,3,baja
-34.622698,-58.443566,CABALLITO,1,baja
-34.928529,-57.978831,,2,baja
-34.643354,-58.523741,LINIERS,1,baja
-34.619852,-58.442967,CABALLITO,1,baja
-34.60034,-58.456286,VILLA CRESPO,1,baja
-34.593375,-58.522266,,3,baja
-34.80917,-58.393289,,6,media
-34.549487,-58.471374,SAAVEDRA,1,baja
-34.592041,-58.40636,RECOLETA,3,baja
-34.602725,-58.423262,ALMAGRO,3,baja
-34.783954,-58.196367,,1,baja
-34.60897,-58.469324,VILLA GRAL. MITRE,1,baja
-34.55703,-58.462241,BELGRANO,1,baja
-34.642358,-58.430556,NUEVA POMPEYA,2,baja
-34.728903,-58.256517,,1,baja
-34.54867,-58.55059,,3,baja
-34.550296,-58.573566,,1,baja
-34.566761,-58.489047,VILLA URQUIZA,2,baja
-34.464627,-58.542491,,3,baja
-34.621363,-58.403444,SAN CRISTOBAL,1,baja
-34.567487,-58.481767,VILLA URQUIZA,1,baja
-34.657628,-58.405989,NUEVA POMPEYA,4,baja
-34.608395,-58.595969,,4,baja
-34.599954,-58.41396,ALMAGRO,1,baja
-34.414818,-58.600781,,2,baja
-34.609081,-58.451336,CABALLITO,1,baja
-34.588625,-58.405435,RECOLETA,2,baja
-34.538471,-58.55725,,1,baja
-34.76089,-58.436294,,4,baja
-34.568709,-58.492883,VILLA URQUIZA,1,baja
-34.455892,-58.614045,,1,baja
-34.692676,-58.774186,,1,baja
-34.608901,-58.508482,VILLA DEVOTO,1,baja
-34.653197,-58.395393,BARRACAS,2,baja
-34.704765,-58.402993,,2,baja
-34.791172,-58.201979,,12,alta
-34.544475,-58.689969,,1,baja
-34.747301,-58.255252,,1,baja
-34.58226,-58.428319,PALERMO,2,baja
-34.755724,-58.372362,,1,baja
-34.483376,-58.746238,,2,baja
-34.452687,-58.662108,,5,media
-34.643613,-58.39346,BARRACAS,1,baja
-34.578519,-58.578714,,2,baja
-34.668361,-58.519324,,1,baja
-34.565645,-58.509084,,1,baja
-34.628045,-58.437167,CABALLITO,3,baja
-34.524041,-58.52988,,2,baja
-34.887413,-57.962948,,1,baja
-34.598031,-58.555909,,25,alta
-34.535781,-58.529935,,2,baja
-34.563443,-58.49088,VILLA URQUIZA,3,baja
-34.613942,-58.39584,BALVANERA,2,baja
-35.013039,-58.109167,,1,baja
-34.687316,-58.552318,,9,media
-34.745074,-58.256351,,22,alta
-34.614753,-58.476604,VILLA SANTA RITA,1,baja
-34.59691,-58.4432,VILLA CRESPO,1,baja
-34.579232,-58.472344,VILLA ORTUZAR,5,media
-34.646544,-58.399197,BARRACAS,4,baja
-34.552195,-58.438515,BELGRANO,1,baja
-34.740406,-58.225599,,1,baja
-34.577222,-58.431573,PALERMO,3,baja
-34.637691,-58.790603,,1,baja
-34.497636,-58.489625,,2,baja
-34.553778,-58.462618,NUÑEZ,2,baja
-34.59849,-58.427746,ALMAGRO,2,baja
-34.759405,-58.409297,,1,baja
-34.626192,-58.514563,MONTE CASTRO,2,baja
-34.614896,-58.554129,,3,baja
-34.668543,-58.481306,VILLA LUGANO,2,baja
-34.578799,-58.412406,PALERMO,1,baja
-34.522603,-58.550488,,2,baja
-34.502268,-58.690692,,1,baja
-34.617017,-58.393019,BALVANERA,1,baja
-34.672005,-58.716066,,2,baja
-34.579025,-58.498736,VILLA PUEYRREDON,2,baja
-34.627205,-58.4535,FLORES,2,baja
-34.54325,-58.55685,,2,baja
-34.501296,-58.507454,,1,baja
-34.452507,-58.524546,,2,baja
-34.650688,-58.41678,NUEVA POMPEYA,1,baja
-34.569371,-58.678176,,1,baja
-34.605548,-58.463933,VILLA GRAL. MITRE,1,baja
-34.685252,-58.352072,,1,baja
-34.752079,-58.235844,,1,baja
-34.606327,-58.403062,BALVANERA,2,baja
-34.668764,-58.568868,,1,baja
-34.612871,-58.373229,MONSERRAT,2,baja
-34.69891,-58.50513,,2,baja
-34.71394,-58.59573,,2,baja
-34.53152,-58.569537,,1,baja
-34.61506,-58.75375,,2,baja
-34.682502,-58.498585,,1,baja
-34.646475,-58.424459,NUEVA POMPEYA,2,baja
-34.595193,-58.434836,VILLA CRESPO,1,baja
-34.649402,-58.561386,,2,baja
-34.615645,-58.647512,,3,baja
-34.50075,-58.582178,,3,baja
-34.655678,-58.556769,,1,baja
-34.56185,-58.460916,BELGRANO,9,media
-34.788593,-58.207656,,1,baja
-34.609356,-58.519528,VILLA DEVOTO,1,baja
-34.91678,-57.960535,,1,baja
-34.638164,-58.464122,FLORES,3,baja
-34.689704,-58.507824,,3,baja
-34.629894,-58.449241,CABALLITO,1,baja
-34.61656,-58.444061,CABALLITO,18,alta
-34.568202,-58.543565,,1,baja
-34.568723,-58.459274,BELGRANO,3,baja
-34.626886,-58.492135,VELEZ SARSFIELD,2,baja
-34.647906,-58.371978,BARRACAS,2,baja
-34.577135,-58.422566,PALERMO,6,media
-34.609584,-58.419608,ALMAGRO,3,baja
-34.698739,-58.315445,,13,alta
-34.615997,-58.514862,VILLA DEVOTO,2,baja
-34.590455,-58.412955,PALERMO,1,baja
-34.535829,-58.551939,,35,alta
-34.721958,-58.297532,,1,baja
-34.638387,-58.372983,BARRACAS,3,baja
-34.561129,-58.466549,BELGRANO,1,baja
-34.671558,-58.627438,,1,baja
-34.615607,-58.377534,MONSERRAT,2,baja
-34.59921,-58.38332,SAN NICOLAS,1,baja
-34.64702,-58.37289,BARRACAS,2,baja
-34.548855,-58.550035,,1,baja
-34.559457,-58.443854,BELGRANO,3,baja
-34.517942,-58.552931,,2,baja
-34.60405,-58.483496,VILLA DEL PARQUE,19,alta
-34.592997,-58.516892,VILLA DEVOTO,1,baja
-34.654341,-58.542111,,1,baja
-34.702506,-58.471828,,21,alta
-34.761991,-58.2352,,2,baja
-34.604185,-58.424997,ALMAGRO,2,baja
-34.960593,-57.975934,,2,baja
-34.740233,-58.239949,,1,baja
-34.692214,-58.624887,,5,media
-34.572347,-58.530265,,13,alta
-34.643383,-58.556826,,2,baja
-34.631172,-58.372871,BARRACAS,19,alta
-34.595688,-58.413314,RECOLETA,19,alta
-34.769548,-58.254498,,1,baja
-34.600911,-58.43955,VILLA CRESPO,3,baja
-34.854895,-58.368989,,1,baja
-34.596248,-58.424428,PALERMO,3,baja
-34.659633,-58.556789,,2,baja
-34.528695,-58.558991,,2,baja
-34.604961,-58.418999,ALMAGRO,2,baja
-34.598328,-58.388888,RECOLETA,1,baja
-34.802963,-58.407441,,4,baja
-34.668254,-58.485504,VILLA LUGANO,2,baja
